,por,sar,sph,lsph,csph,Acrat,Alrat,Cdout,massout,Rhos,Rhoc,Rhol,id,Cd,Re,mass
0,0.10789790004491806,0.3318573534488678,0.8864429593086243,1.3123135566711426,1.780813455581665,0.40009720623493195,0.9866207242012024,0.8396905660629272,1.6091953265360735e-07,309.7470168515444,281.0543094407474,299.80659793036244,40_26.png,0.6264075,170.55664,1.2e-07
1,0.14972718060016632,0.32126089930534363,0.8803562521934509,1.3215090036392212,1.8433676660060883,0.41995708644390106,1.017649233341217,0.8316370248794556,1.348329781888962e-07,277.7676687711346,231.24228971324146,262.20738750556495,08_04.png,0.5564623,166.35474,9e-08
2,0.09083478152751923,0.34105148911476135,0.8702908158302307,1.234987735748291,1.470452755689621,0.4671380817890167,0.9405187368392944,1.7196276187896729,1.775611892676057e-08,419.9676154645127,375.87891790993234,409.25629303438785,10_27.png,1.4554181,37.99494,1.5e-08
3,0.20845016837120056,0.31603917479515076,0.8515480756759644,1.3936209678649902,2.0878821909427643,0.4448476731777191,1.0715821981430054,0.7837318181991577,1.5038101173170074e-07,246.79266317565055,152.42937427980897,227.37034289111682,13_18.png,0.47067362,166.56766,9e-08
4,0.1682259738445282,0.32280582189559937,0.8633846044540405,1.316097617149353,1.8225039541721344,0.4502696692943573,1.0203950107097626,1.3413323163986206,2.2593949118219658e-08,186.93495461919807,137.4938215929733,176.18381177831733,19_14.png,2.0776477,53.675552,3.5e-08
5,0.10021165013313293,0.3106320798397064,0.9746472239494324,1.7099682092666626,3.5830217599868774,0.1817476786673069,1.144846111536026,0.6209016442298889,1.0553373345936948e-07,187.68597555925987,248.1224587250259,184.03361221081857,17_24.png,0.8833853,158.01286,1.5e-07
6,0.09781138598918915,0.36562657356262207,0.9372743964195251,1.3500741720199585,1.2628037482500076,0.4434610605239868,0.8924359381198883,1.0889517068862915,1.3763195130827473e-07,107.0889493836055,131.10255092748503,106.95774365766515,41_13.png,2.3707063,136.65565,3e-07
7,0.11191509664058685,0.3374010920524597,0.8752530813217163,1.1502459049224854,1.1877083629369736,0.577119380235672,0.9153534471988678,1.008025884628296,3.473609931160308e-07,471.8034430780732,434.19883716827167,468.37562329442795,43_04.png,0.8704245,215.42421,3e-07
8,0.07451076805591583,0.34808820486068726,0.8731037974357605,1.3711884021759033,1.7614757716655731,0.38800308108329773,0.972614049911499,0.8532646894454956,1.4673375799423855e-07,81.21613586783945,71.37554180669164,79.51892254400525,19_12.png,1.747109,165.3671,3e-07
9,0.16380566358566284,0.37639057636260986,0.9497063159942627,1.375981330871582,1.0025440156459808,0.5931740552186966,0.8658280670642853,1.3315627574920654,1.1256623803160704e-07,449.91604012371835,491.5174858019383,443.8838222266743,40_12.png,1.0650238,110.252396,9e-08
10,0.13161630928516388,0.3469240367412567,0.9236388206481934,1.281591773033142,1.2633797377347946,0.49962061643600464,0.9206605553627014,1.094017744064331,1.5991464124305098e-07,551.2430573580158,596.8888124049223,549.2911695334225,41_23.png,0.8210598,134.2482,1.2e-07
11,0.07659868150949478,0.33317047357559204,0.8806203603744507,1.2937331199645996,1.7785324454307556,0.4077977389097214,0.9777577221393585,0.7903200387954712,2.008740665208243e-07,425.09134808529444,369.67126568334965,410.28584755877284,05_15.png,0.3544514,209.30365,9e-08
12,0.10780806094408035,0.33889955282211304,0.8937630653381348,1.2745474576950073,1.485951378941536,0.4483938217163086,0.9523360133171082,0.9874063730239868,1.1102422904677614e-07,107.80885446816221,106.11950783462004,106.0402838966298,03_31.png,1.5098137,139.15578,1.7e-07
13,0.2907598316669464,0.3144833445549011,0.8557214736938477,1.5914860963821411,2.7430747151374817,0.3583456501364708,1.1432989239692688,0.8511124849319458,6.316512410663597e-08,65.77066221091032,37.8647189648093,61.581021052565184,19_08.png,2.2879615,102.42854,1.7e-07
14,0.2175852507352829,0.3063424229621887,0.8651136159896851,1.4730632305145264,2.638616591691971,0.36105890572071075,1.1217285096645355,1.0662007331848145,3.777838400003558e-08,303.409199244886,193.55582155707057,276.05706214636723,09_15.png,0.9873768,66.6519,3.5e-08
15,0.16423214972019196,0.3197052776813507,0.8873394727706909,1.2946721315383911,1.7264093607664108,0.4601329118013382,1.0101405680179596,0.7377085089683533,4.689020267916746e-07,349.3771612843637,285.21600866206325,332.6178781459204,47_26.png,0.4725349,289.57376,3e-07
16,0.10496314615011215,0.3613882064819336,0.9468885660171509,1.490572452545166,1.6117659658193588,0.3755906671285629,0.9426494836807251,1.071613073348999,7.004867694465872e-08,559.3399192282789,629.5757821058781,556.5793884645719,17_06.png,0.5350511,95.572495,3.5e-08
17,0.19484861195087433,0.3155063986778259,0.8391357064247131,1.3762876987457275,2.203803151845932,0.40170805156230927,1.0741247534751892,0.7773196697235107,1.481164009850567e-07,259.8533219336164,169.1411684554312,239.13991517602102,09_07.png,0.6279055,160.21498,1.2e-07
18,0.0827874168753624,0.33329251408576965,0.879087507724762,1.3020355701446533,1.771606594324112,0.4278060793876648,0.9805919229984283,0.6486093997955322,9.84248025967941e-07,289.03389151529785,234.55637820694506,278.1255700049184,05_09.png,0.46077716,483.80804,7e-07
19,0.11279185861349106,0.3635748028755188,0.9112299084663391,1.2999707460403442,1.168251872062683,0.5112283676862717,0.8871524333953857,1.2909908294677734,7.413495887894587e-08,225.54057744257426,242.35882509682222,221.3342310366334,38_09.png,2.9604855,90.52762,1.7e-07
20,0.1011277288198471,0.3314722776412964,0.8795063495635986,1.4019526243209839,2.08609601855278,0.35578617453575134,1.0218714773654938,0.713383674621582,2.3614851838694655e-07,128.11439131831662,108.2456711564446,122.85814834704138,15_04.png,0.5130358,218.63611,1.7e-07
21,0.27057084441185,0.24016183614730835,0.9067067503929138,1.025977611541748,1.648950457572937,0.6105084121227264,1.148918867111206,0.7883130311965942,3.2610364699858263e-07,244.9852936376006,222.40544641826503,239.8598877101296,07_19.png,1.2559277,253.30334,5.2e-07
22,0.28908267617225647,0.24010926485061646,0.9055138230323792,1.028290033340454,1.6435370743274689,0.6156433671712875,1.1493389010429382,0.8087671995162964,3.27424138543458e-07,138.10371468535226,124.21714916122359,134.52912941823297,09_09.png,0.41919658,231.07658,1.7e-07
23,0.24970902502536774,0.23958218097686768,0.9182645082473755,1.0356031656265259,1.7059277296066284,0.5797269344329834,1.164415955543518,0.640764057636261,1.9056572325442255e-06,98.22532664982148,93.67576775209888,98.65703776869952,39_26.png,0.67211854,630.5031,2e-06
24,0.2755512595176697,0.23953886330127716,0.9111671447753906,1.0444636344909668,1.7259930670261383,0.5799558609724045,1.1652495861053467,1.1376357078552246,4.687638399074363e-08,255.02599841806,236.14382150286966,250.2214433605686,07_25.png,1.4574544,79.44144,6e-08
25,0.2479749470949173,0.24095545709133148,0.9054497480392456,1.0247244834899902,1.664284586906433,0.6051198542118073,1.1483066976070404,0.9976308345794678,9.626469830526788e-08,279.0591694035546,251.41674431578681,274.5567619682862,08_22.png,0.72581977,115.579666,7e-08
26,0.31077712774276733,0.23556029796600342,0.9290748238563538,1.0280311107635498,1.6200408339500427,0.6011863052845001,1.156937599182129,0.9078001379966736,1.5250822817637967e-07,139.69521768091096,142.30228911538163,138.28271680278144,26_02.png,0.7144322,159.18172,1.2e-07
27,0.2721494436264038,0.23943865299224854,0.9127064347267151,1.031294584274292,1.6614799499511719,0.5953565686941147,1.1542038917541504,0.9011716246604919,1.1299470621785272e-07,159.07317366756325,150.4194009609417,156.53385555396216,09_05.png,0.7197269,155.79471,9e-08
28,0.3258513808250427,0.23834092915058136,0.9124557971954346,1.0414354801177979,1.6788282692432404,0.6010453104972839,1.1623843610286713,1.1210798025131226,5.362642449156583e-08,134.2917585819808,124.0534807038176,130.7672979241956,15_11.png,1.2540501,84.522026,6e-08
29,0.2828423082828522,0.23810499906539917,0.9175533056259155,1.0196768045425415,1.5908506214618683,0.6112936735153198,1.1431058049201965,0.9278395175933838,1.3423281333233273e-07,118.98229204813414,117.3187899753148,116.74961307301058,09_13.png,0.83212286,153.2061,1.2e-07
30,0.3257792294025421,0.23325082659721375,0.9413339495658875,1.018658995628357,1.5449286550283432,0.6104617416858673,1.1543435454368591,0.9782090783119202,1.2174873830033553e-07,126.19178037571633,139.62769110844383,126.41695925584244,11_07.png,0.72515595,136.7917,9e-08
31,0.2640736699104309,0.23938870429992676,0.9120316505432129,1.0233689546585083,1.640729933977127,0.6058792322874069,1.1488978564739227,0.805415153503418,2.696965117552895e-07,63.186228243400016,59.25937637990843,62.276072828574414,15_09.png,0.8963906,236.0222,3e-07
32,0.2611220180988312,0.23980510234832764,0.9117445349693298,1.0229657888412476,1.6292233914136887,0.6042773723602295,1.1472069025039673,0.9869643449783325,1.0068847262531245e-07,103.35197876901016,98.04500655762347,101.92489976825192,41_11.png,1.179608,122.49369,1.2e-07
33,0.23563869297504425,0.2407272458076477,0.9120012521743774,1.0172762870788574,1.6230351030826569,0.6034907251596451,1.1444035470485687,0.7303820252418518,7.880636682741726e-07,234.9812239441956,223.43473374500147,234.38069574936114,07_27.png,0.8334195,371.22504,9e-07
34,0.2710217237472534,0.24082130193710327,0.9105625748634338,1.0370538234710693,1.6985988318920135,0.5927772223949432,1.160614550113678,1.0366184711456299,4.379761589417033e-08,153.63482340495565,139.74894255582177,152.5989782107502,09_17.png,2.1303751,101.50232,9e-08
35,0.2845876216888428,0.23934999108314514,0.9112569093704224,1.0388572216033936,1.6967930495738983,0.5915141254663467,1.1603208482265472,0.8727998733520508,1.3463090185882848e-07,74.1766315429327,68.50105394278025,72.6879057411066,39_14.png,0.77776414,166.21953,1.2e-07
36,0.2345166951417923,0.24030180275440216,0.9139139652252197,1.0157485008239746,1.6167037039995193,0.6027190089225769,1.143482744693756,0.878608763217926,1.9268468035038874e-07,143.17045302726967,137.99643159918764,142.9007333847151,10_25.png,0.41071504,178.03854,9e-08
